Id,Foi_id,Networksize(=Number_leafs),Number_flows,Number_nesting_tree_nodes,Max_deg,Avg_deg,Level_nesting,Balanced,LUDB_FF_delay,LUDB_FF_ctime,SFA_FIFO_delay,SFA_FIFO_ctime,GS_FF_Simple_g_2_delay,GS_FF_Simple_g_2_ctime,GS_FF_Simple_g_3_delay,GS_FF_Simple_g_3_ctime,GS_FF_Simple_g_4_delay,GS_FF_Simple_g_4_ctime
152,13,14,14,28,6,1.929,4,FALSE,4.082455583172114,7655852821,23.562899817572397,17470971,9.506771204561655,597518723,5.999287241625089,571347630,6.888964640986705,112939476214
153,13,19,14,33,3,2.286,6,FALSE,2.890300529833936,100867416272,29.382415538317648,1842698244,6.9486763031703855,700833608,5.6905423504022865,826348856,4.7205484450884105,132985899481
154,10,15,11,26,5,2.273,5,FALSE,2.712256124531132,7614750106,46.29333587682798,209923119,6.8094052834196175,68251435,4.11401569206602,65033182,5.008739324748881,3798724542
159,14,15,15,30,4,1.933,5,FALSE,3.782401556966016,101848763905,29.24758160397607,111721826,9.60467277313155,1317136958,5.956259126510021,1241494931,7.070106346888505,366775626840
160,3,4,4,8,3,1.75,2,TRUE,2.329761904761905,28066176,3.244730654761905,91282,3.6190476190476195,234611,3.6190476190476195,1822675,3.6190476190476195,1001131
161,5,5,6,11,3,1.667,4,FALSE,1.9149358196721313,358629522,4.589438665506115,220173,4.441910192444762,968348,2.8439059158945126,915470,2.4150629603231177,1018083
163,11,9,12,21,2,1.667,5,TRUE,3.2049133166069295,26902877981,9.62602283804993,3298663,8.571502057613165,119793831,8.571502057613165,9985687085,5.714334705075443,9907751641
165,8,14,9,23,5,2.444,5,FALSE,2.3726906129032255,3627053757,19.027400783423946,49308403,5.518482629916736,18088319,4.761251076658052,13887755,4.062216380355376,359357168
168,12,17,13,30,4,2.231,7,FALSE,2.368106397247136,198363338197,63.02007376798937,936034103,7.736017102327258,331040908,4.583856873963823,312322704,3.8443300394527755,309568209
169,11,12,12,24,5,1.917,4,FALSE,3.450654245188881,2332965988,10.6532337518296,5773910,6.990785052438652,131094808,5.927867155415266,135218323,5.065786269883082,10807427719
172,14,20,15,35,7,2.267,6,FALSE,3.105462960951844,134189821767,79.85162106737438,3829092014,8.424856199905705,1471399793,5.223410843941537,1389034721,5.882317803208893,405090913060
174,11,14,12,26,3,2.083,5,FALSE,3.0421423166069292,23361718226,23.612530053792455,53870448,7.522083452962004,135500339,5.528483586946118,132118687,5.194157850162129,11386020342
175,10,12,11,23,4,2,5,FALSE,2.6947018223981143,7066837961,13.440841486233337,19268564,6.866313221823972,62310513,4.148397571518651,57931368,5.046677950351785,3409931277
181,11,13,12,25,4,2,5,FALSE,2.8847018223981147,12546119246,17.788871396878186,27388469,7.286580711535906,137266485,4.402309179886278,128909697,5.107298365229166,11229883872
182,12,21,13,34,8,2.538,5,FALSE,3.132535675660427,14254949425,33.444692088749584,224646292,7.6918724279835375,337253662,5.018775720164609,326532141,4.421583919642462,389662534
